NCRAS_Draw	Stage	Rate	Age	Pop	Count
Prostate	III	40.478717144665644	63	8651386.089511963	7188.058995215311
Prostate	III	46.55980713375116	64	8644453.977588518	8334.9885645933009
Prostate	III	52.97381950133477	65	8669606.078947369	9541.618421052632
Prostate	III	59.358135250187914	66	8680217.515043061	10686.29038277512
Prostate	III	65.35013538308203	67	8629663.407330144	11647.346267942583
Prostate	III	70.59604299259784	68	8472954.035803828	12306.892478468899
Prostate	III	74.94544923692995	69	8202708.326894737	12633.620842105263
Prostate	III	78.45131333988675	70	7849153.8534689	12682.80861244019
Prostate	III	81.17543661508599	71	7444153.346933015	12513.497626794258
Prostate	III	83.17962037614535	72	7019569.53869378	12184.729722488039
Prostate	III	84.52699189908103	73	6606483.808272727	11754.612090909091
Prostate	III	85.31117559507318	74	6218006.441832536	11259.755066985646
Prostate	III	85.65629301046603	75	5849276.632177033	10715.272129186604
Prostate	III	85.68779165400224	76	5494652.220224881	10135.342110047846
Prostate	III	85.53111903442448	77	5148491.046894737	9534.143842105263
Prostate	III	85.3091091707099	78	4805268.498086125	8925.560765550239
Prostate	III	85.08448581722986	79	4462163.494258373	8316.682296650717
Prostate	IV	1.1021289835322219	50	11955395.035885168	310.2464114832536
Prostate	IV	2.2636209593684122	51	11688025.8215311	552.1478468899522
Prostate	IV	3.425112935204603	52	11420656.607177034	794.0492822966507
Prostate	IV	4.5878465340900885	53	11153227.906894736	1036.0382105263159
Prostate	IV	5.781620709207956	54	10884312.0584067	1280.2144593301434
Prostate	IV	7.06479174387508	55	10611113.223086124	1530.6901913875597
Prostate	IV	8.496957544457633	56	10330776.07637799	1791.665062200957
Prostate	IV	10.137716017321788	57	10040445.293727273	2067.3387272727273
Prostate	IV	12.045286249527026	58	9737809.612148326	2362.159885167464
Prostate	IV	14.246174484079	59	9433071.184751196	2686.305224880383
Prostate	IV	16.735174119929532	60	9148945.580741627	3055.6794258373207
Prostate	IV	19.505699736723756	61	8908692.430894736	3486.436210526316
Prostate	IV	22.551165914106797	62	8735571.365985647	3994.729301435407
Prostate	IV	25.86434922606096	63	8651386.089511963	4595.456248803828
Prostate	IV	29.423352116323255	64	8644453.977588518	5274.622641148326
Prostate	IV	33.19160289838542	65	8669606.078947369	5989.3421052631575
Prostate	IV	37.13189188007636	66	8680217.515043061	6695.47209569378
Prostate	IV	41.20700936922497	67	8629663.407330144	7348.870066985646
Prostate	IV	45.37908851257919	68	8472954.035803828	7906.459119617225
Prostate	IV	49.595147752024765	69	8202708.326894737	8349.672210526316
Prostate	IV	53.78709082458527	70	7849153.8534689	8684.452153110047
Prostate	IV	57.8861643062033	71	7444153.346933015	8917.807406698565
Prostate	IV	61.82361477282146	72	7019569.53869378	9056.74643062201
Prostate	IV	65.53322430151307	73	6606483.808272727	9108.481272727273
Prostate	IV	69.00709149535804	74	6218006.441832536	9084.906516746412
Prostate	IV	72.29563148344282	75	5849276.632177033	9002.599282296651
Prostate	IV	75.45179489598463	76	5494652.220224881	8878.340277511961
Prostate	IV	78.52853236320064	77	5148491.046894737	8728.910210526315
Prostate	IV	81.57769137717854	78	4805268.498086125	8570.74019138756
Prostate	IV	84.6257472530269	79	4462163.494258373	8412.220574162679
Prostate	Unknown/missing	0.7735457490868654	50	11955395.035885168	252.16507177033486
Prostate	Unknown/missing	1.7547583043368562	51	11688025.8215311	446.09904306220096
Prostate	Unknown/missing	2.735970859586847	52	11420656.607177034	640.033014354067
Prostate	Unknown/missing	3.717107088899816	53	11153227.906894736	833.8723157894736
Prostate	Unknown/missing	4.696335169787234	54	10884312.0584067	1025.3448708133972
Prostate	Unknown/missing	5.670067783209068	55	10611113.223086124	1210.001196172249
Prostate	Unknown/missing	6.634641284188258	56	10330776.07637799	1383.297138755981
Prostate	Unknown/missing	7.58639202774775	57	10040445.293727273	1540.6885454545454
Prostate	Unknown/missing	8.52300059750678	58	9737809.612148326	1678.1522822966508
Prostate	Unknown/missing	9.473064834799382	59	9433071.184751196	1803.6486555023923
Prostate	Unknown/missing	10.496099838674379	60	9148945.580741627	1937.1214114832535
Prostate	Unknown/missing	11.65296493677689	61	8908692.430894736	2099.0353157894738
Prostate	Unknown/missing	13.004519456752034	62	8735571.365985647	2309.8551339712917
Prostate	Unknown/missing	14.607844418842248	63	8651386.089511963	2588.8235550239233
Prostate	Unknown/missing	16.433119773028245	64	8644453.977588518	2927.0755071770336
Prostate	Unknown/missing	18.36362439902901	65	8669606.078947369	3287.6381578947367
Prostate	Unknown/missing	20.27885886916085	66	8680217.515043061	3632.3165980861245
Prostate	Unknown/missing	22.058323755740062	67	8629663.407330144	3922.915918660287
Prostate	Unknown/missing	23.58764899765732	68	8472954.035803828	4122.698497607656
Prostate	Unknown/missing	24.89343996501361	69	8202708.326894737	4228.444315789474
Prostate	Unknown/missing	26.14327745912027	70	7849153.8534689	4270.450956937799
Prostate	Unknown/missing	27.51087164786299	71	7444153.346933015	4280.473291866028
Prostate	Unknown/missing	29.16993269912746	72	7019569.53869378	4290.26619138756
Prostate	Unknown/missing	31.288251685158627	73	6606483.808272727	4330.725454545454
Prostate	Unknown/missing	33.89748047846431	74	6218006.441832536	4412.988229665072
Prostate	Unknown/missing	36.89313175181519	75	5849276.632177033	4528.433014354067
Prostate	Unknown/missing	40.16479908234122	76	5494652.220224881	4667.57923444976
Prostate	Unknown/missing	43.60207604717233	77	5148491.046894737	4820.946315789473
Prostate	Unknown/missing	47.096856357248264	78	4805268.498086125	4979.2511961722485
Prostate	Unknown/missing	50.59393680113399	79	4462163.494258373	5137.753588516746
Cervix	I	1.9774090349312692	50	12263012.52631579	476.66985645933016
Cervix	I	1.9412105219539684	51	11979635.915789474	458.4019138755981
Cervix	I	1.9050120089766676	52	11696259.305263158	440.13397129186603
Cervix	I	1.8688167938544604	53	11412863.516789474	421.86836842105265
Cervix	I	1.8327040251095932	54	11128988.27963158	403.6612583732057
Cervix	I	1.7968287019314657	55	10843732.230263159	385.6226076555024
