NCRAS_Draw	Stage	Months	OS	CSS	Age
Esophagus	I	3	0	0.98030517578125	55-59 years
Esophagus	I	3.996000051498413	0	0.9772186279296875	55-59 years
Esophagus	I	5.003999948501587	0	0.9705270385742187	55-59 years
Esophagus	I	6	0	0.9673917388916016	55-59 years
Esophagus	I	9	0	0.9390528869628906	55-59 years
Esophagus	I	12	0	0.9055095672607422	55-59 years
Esophagus	I	15	0	0.894671401977539	55-59 years
Esophagus	I	18	0	0.8697401428222656	55-59 years
Esophagus	I	21	0	0.8471037292480469	55-59 years
Esophagus	I	24	0	0.8171442413330078	55-59 years
Esophagus	I	27	0	0.8074296569824219	55-59 years
Esophagus	I	30	0	0.7913564300537109	55-59 years
Esophagus	I	33	0	0.7490143585205078	55-59 years
Esophagus	I	36	0	0.7502560424804687	55-59 years
Esophagus	I	39	0	0.7296636199951172	55-59 years
Esophagus	I	42	0	0.7309846496582031	55-59 years
Esophagus	I	45	0	0.67978271484375	55-59 years
Esophagus	I	48	0	0.6810235595703125	55-59 years
Esophagus	I	51	0	0.6709587097167968	55-59 years
Esophagus	I	54	0	0.6723050689697265	55-59 years
Esophagus	I	57	0	0.6560504913330079	55-59 years
Esophagus	I	60	0	0.6573442077636719	55-59 years
Esophagus	II	0.9959999620914459	0	0.9975785064697266	55-59 years
Esophagus	II	2.003999948501587	0	0.983267822265625	55-59 years
Esophagus	II	3	0	0.9747754669189453	55-59 years
Esophagus	II	3.996000051498413	0	0.972217788696289	55-59 years
Esophagus	II	5.003999948501587	0	0.960335464477539	55-59 years
Esophagus	II	6	0	0.9294202423095703	55-59 years
Esophagus	II	9	0	0.8587760162353516	55-59 years
Esophagus	II	12	0	0.8185566711425781	55-59 years
Esophagus	II	15	0	0.7801909637451172	55-59 years
Esophagus	II	18	0	0.7137647247314454	55-59 years
Esophagus	II	21	0	0.6602500915527344	55-59 years
Esophagus	II	24	0	0.6168617630004882	55-59 years
Esophagus	II	27	0	0.5722174072265624	55-59 years
Esophagus	II	30	0	0.5470079803466796	55-59 years
Esophagus	II	33	0	0.53852783203125	55-59 years
Esophagus	II	36	0	0.5180906677246093	55-59 years
Esophagus	II	39	0	0.5132926177978515	55-59 years
Esophagus	II	42	0	0.5080257034301758	55-59 years
Esophagus	II	45	0	0.4875068283081055	55-59 years
Esophagus	II	48	0	0.47152233123779297	55-59 years
Esophagus	II	51	0	0.4724429702758789	55-59 years
Esophagus	II	54	0	0.4485372161865234	55-59 years
Esophagus	II	57	0	0.44937156677246093	55-59 years
Esophagus	II	60	0	0.4502192306518555	55-59 years
Esophagus	III	0.9959999620914459	0	0.9908019256591797	55-59 years
Esophagus	III	2.003999948501587	0	0.9795121765136718	55-59 years
Esophagus	III	3	0	0.9650894165039062	55-59 years
Esophagus	III	3.996000051498413	0	0.9404682159423828	55-59 years
Esophagus	III	5.003999948501587	0	0.9063924407958984	55-59 years
Esophagus	III	6	0	0.870674819946289	55-59 years
Esophagus	III	9	0	0.755067138671875	55-59 years
Esophagus	III	12	0	0.6527526092529297	55-59 years
Esophagus	III	15	0	0.5669672393798828	55-59 years
Esophagus	III	18	0	0.49684642791748046	55-59 years
Esophagus	III	21	0	0.4337077331542969	55-59 years
Esophagus	III	24	0	0.38699462890625	55-59 years
Esophagus	III	27	0	0.3466359710693359	55-59 years
Esophagus	III	30	0	0.30825462341308596	55-59 years
Esophagus	III	33	0	0.2819734001159668	55-59 years
Esophagus	III	36	0	0.2734563446044922	55-59 years
Esophagus	III	39	0	0.25823503494262695	55-59 years
Esophagus	III	42	0	0.24356254577636718	55-59 years
Esophagus	III	45	0	0.23907461166381835	55-59 years
Esophagus	III	48	0	0.23397666931152344	55-59 years
Esophagus	III	51	0	0.2216053009033203	55-59 years
Esophagus	III	54	0	0.21833818435668945	55-59 years
Esophagus	III	57	0	0.21004919052124024	55-59 years
Esophagus	III	60	0	0.2049643325805664	55-59 years
Esophagus	IV	0.9959999620914459	0	0.9082872772216797	55-59 years
Esophagus	IV	2.003999948501587	0	0.8086712646484375	55-59 years
Esophagus	IV	3	0	0.7391770172119141	55-59 years
Esophagus	IV	3.996000051498413	0	0.6699539184570312	55-59 years
Esophagus	IV	5.003999948501587	0	0.6035758972167968	55-59 years
Esophagus	IV	6	0	0.5459495162963868	55-59 years
Esophagus	IV	9	0	0.39879581451416013	55-59 years
Esophagus	IV	12	0	0.28712419509887693	55-59 years
Esophagus	IV	15	0	0.19575796127319336	55-59 years
Esophagus	IV	18	0	0.15006452560424804	55-59 years
Esophagus	IV	21	0	0.10397010803222656	55-59 years
Esophagus	IV	24	0	0.08143643379211425	55-59 years
Esophagus	IV	27	0	0.07446691989898682	55-59 years
Esophagus	IV	30	0	0.065567307472229	55-59 years
Esophagus	IV	33	0	0.06231312274932861	55-59 years
Esophagus	IV	36	0	0.05675628185272217	55-59 years
Esophagus	IV	39	0	0.05685935020446777	55-59 years
Esophagus	IV	42	0	0.0545016622543335	55-59 years
Esophagus	IV	45	0	0.054595718383789064	55-59 years
Esophagus	IV	48	0	0.04576898574829102	55-59 years
Esophagus	IV	51	0	0.045851850509643556	55-59 years
Esophagus	IV	54	0	0.03726534128189087	55-59 years
Esophagus	IV	57	0	0.03733532905578613	55-59 years
Esophagus	IV	60	0	0.03740339756011963	55-59 years
Esophagus	Unknown/missing	0.9959999620914459	0	0.8504029846191407	55-59 years
Esophagus	Unknown/missing	2.003999948501587	0	0.7998233795166015	55-59 years
Esophagus	Unknown/missing	3	0	0.7576602935791016	55-59 years
Esophagus	Unknown/missing	3.996000051498413	0	0.7213617706298828	55-59 years
Esophagus	Unknown/missing	5.003999948501587	0	0.7047054290771484	55-59 years
Esophagus	Unknown/missing	6	0	0.6771723175048828	55-59 years
Esophagus	Unknown/missing	9	0	0.581202392578125	55-59 years
Esophagus	Unknown/missing	12	0	0.5145953369140625	55-59 years
Esophagus	Unknown/missing	15	0	0.4603009796142578	55-59 years
Esophagus	Unknown/missing	18	0	0.42343109130859374	55-59 years
Esophagus	Unknown/missing	21	0	0.3888755035400391	55-59 years
Esophagus	Unknown/missing	24	0	0.357349853515625	55-59 years
Esophagus	Unknown/missing	27	0	0.3385814666748047	55-59 years
Esophagus	Unknown/missing	30	0	0.3182851982116699	55-59 years
Esophagus	Unknown/missing	33	0	0.3020860481262207	55-59 years
Esophagus	Unknown/missing	36	0	0.28467283248901365	55-59 years
Esophagus	Unknown/missing	39	0	0.25894290924072266	55-59 years
Esophagus	Unknown/missing	42	0	0.2521222496032715	55-59 years
Esophagus	Unknown/missing	45	0	0.25252384185791016	55-59 years
Esophagus	Unknown/missing	48	0	0.25291549682617187	55-59 years
Esophagus	Unknown/missing	51	0	0.2533364677429199	55-59 years
Esophagus	Unknown/missing	54	0	0.2537627601623535	55-59 years
Esophagus	Unknown/missing	57	0	0.25419795989990235	55-59 years
Esophagus	Unknown/missing	60	0	0.24406652450561522	55-59 years
Myeloid Neoplasm	Unknown/missing	0.9959999620914459	0	0.9329266357421875	55-59 years
Myeloid Neoplasm	Unknown/missing	2.003999948501587	0	0.9061214447021484	55-59 years
Myeloid Neoplasm	Unknown/missing	3	0	0.8780645751953124	55-59 years
Myeloid Neoplasm	Unknown/missing	3.996000051498413	0	0.8622579956054688	55-59 years
Myeloid Neoplasm	Unknown/missing	5.003999948501587	0	0.8452970123291016	55-59 years
Myeloid Neoplasm	Unknown/missing	6	0	0.8254508972167969	55-59 years
Myeloid Neoplasm	Unknown/missing	9	0	0.777560806274414	55-59 years
Myeloid Neoplasm	Unknown/missing	12	0	0.7404369354248047	55-59 years
Myeloid Neoplasm	Unknown/missing	15	0	0.6961476135253907	55-59 years
Myeloid Neoplasm	Unknown/missing	18	0	0.6714583587646484	55-59 years
Myeloid Neoplasm	Unknown/missing	21	0	0.6438462066650391	55-59 years
Myeloid Neoplasm	Unknown/missing	24	0	0.6239496994018555	55-59 years
Myeloid Neoplasm	Unknown/missing	27	0	0.6064268493652344	55-59 years
Myeloid Neoplasm	Unknown/missing	30	0	0.6031269454956054	55-59 years
Myeloid Neoplasm	Unknown/missing	33	0	0.5905390930175781	55-59 years
Myeloid Neoplasm	Unknown/missing	36	0	0.5800336456298828	55-59 years
Myeloid Neoplasm	Unknown/missing	39	0	0.5792078399658203	55-59 years
Myeloid Neoplasm	Unknown/missing	42	0	0.5703020858764648	55-59 years
Myeloid Neoplasm	Unknown/missing	45	0	0.5602129745483398	55-59 years
Myeloid Neoplasm	Unknown/missing	48	0	0.556224479675293	55-59 years
Myeloid Neoplasm	Unknown/missing	51	0	0.5543231964111328	55-59 years
Myeloid Neoplasm	Unknown/missing	54	0	0.5453444671630859	55-59 years
Myeloid Neoplasm	Unknown/missing	57	0	0.5424607467651367	55-59 years
Myeloid Neoplasm	Unknown/missing	60	0	0.5433646011352539	55-59 years
Melanoma	I	0.9959999620914459	0	0.999	55-59 years
Melanoma	I	2.003999948501587	0	0.999	55-59 years
Melanoma	I	3	0	0.999	55-59 years
Melanoma	I	3.996000051498413	0	0.999	55-59 years
Melanoma	I	5.003999948501587	0	0.999	55-59 years
Melanoma	I	6	0	0.999	55-59 years
Melanoma	I	9	0	0.999	55-59 years
Melanoma	I	12	0	0.999	55-59 years
Melanoma	I	15	0	0.999	55-59 years
Melanoma	I	18	0	0.999	55-59 years
Melanoma	I	21	0	0.999	55-59 years
Melanoma	I	24	0	0.999	55-59 years
Melanoma	I	27	0	0.999	55-59 years
Melanoma	I	30	0	0.999	55-59 years
Melanoma	I	33	0	0.999	55-59 years
Melanoma	I	36	0	0.999	55-59 years
Melanoma	I	39	0	0.999	55-59 years
Melanoma	I	42	0	0.999	55-59 years
Melanoma	I	45	0	0.9991587829589844	55-59 years
Melanoma	I	48	0	0.9991014862060547	55-59 years
Melanoma	I	51	0	0.9981658172607422	55-59 years
Melanoma	I	54	0	0.9996759033203125	55-59 years
Melanoma	I	57	0	0.998812255859375	55-59 years
Melanoma	I	60	0	0.9988340759277343	55-59 years
Melanoma	II	0.9959999620914459	0	0.9982589721679688	55-59 years
Melanoma	II	2.003999948501587	0	0.9986623382568359	55-59 years
Melanoma	II	3	0	0.9990652465820312	55-59 years
Melanoma	II	3.996000051498413	0	0.9994681549072265	55-59 years
Melanoma	II	5.003999948501587	0	0.9987384033203125	55-59 years
Melanoma	II	6	0	0.9979898834228516	55-59 years
Melanoma	II	9	0	0.9956034088134765	55-59 years
Melanoma	II	12	0	0.9904151153564453	55-59 years
Melanoma	II	15	0	0.98354736328125	55-59 years
Melanoma	II	18	0	0.9717823028564453	55-59 years
Melanoma	II	21	0	0.9557396697998047	55-59 years
Melanoma	II	24	0	0.9416770172119141	55-59 years
Melanoma	II	27	0	0.92310791015625	55-59 years
Melanoma	II	30	0	0.9088729095458984	55-59 years
Melanoma	II	33	0	0.9017276000976563	55-59 years
Melanoma	II	36	0	0.8936507415771484	55-59 years
Melanoma	II	39	0	0.8767340087890625	55-59 years
Melanoma	II	42	0	0.8629035186767579	55-59 years
Melanoma	II	45	0	0.8571766662597656	55-59 years
Melanoma	II	48	0	0.846341323852539	55-59 years
Melanoma	II	51	0	0.829487075805664	55-59 years
Melanoma	II	54	0	0.8255488586425781	55-59 years
Melanoma	II	57	0	0.8137541198730469	55-59 years
Melanoma	II	60	0	0.7987516021728516	55-59 years
Melanoma	III	0.9959999620914459	0	0.999	55-59 years
Melanoma	III	2.003999948501587	0	0.999	55-59 years
Melanoma	III	3	0	0.999	55-59 years
Melanoma	III	3.996000051498413	0	0.997097396850586	55-59 years
Melanoma	III	5.003999948501587	0	0.9952136993408203	55-59 years
Melanoma	III	6	0	0.9956056213378907	55-59 years
Melanoma	III	9	0	0.9794739532470703	55-59 years
Melanoma	III	12	0	0.9563880920410156	55-59 years
Melanoma	III	15	0	0.9317839050292969	55-59 years
Melanoma	III	18	0	0.9057489013671876	55-59 years
Melanoma	III	21	0	0.877386474609375	55-59 years
Melanoma	III	24	0	0.8388602447509765	55-59 years
Melanoma	III	27	0	0.836051254272461	55-59 years
Melanoma	III	30	0	0.8027092742919922	55-59 years
Melanoma	III	33	0	0.77502685546875	55-59 years
Melanoma	III	36	0	0.7488847351074219	55-59 years
Melanoma	III	39	0	0.7319557189941406	55-59 years
Melanoma	III	42	0	0.7195595550537109	55-59 years
Melanoma	III	45	0	0.7132266235351562	55-59 years
Melanoma	III	48	0	0.6820278167724609	55-59 years
Melanoma	III	51	0	0.6830366516113281	55-59 years
Melanoma	III	54	0	0.6840469360351562	55-59 years
Melanoma	III	57	0	0.6727279663085938	55-59 years
Melanoma	III	60	0	0.6737108612060547	55-59 years
Melanoma	IV	0.9959999620914459	0	0.9430728912353515	55-59 years
Melanoma	IV	2.003999948501587	0	0.898384780883789	55-59 years
Melanoma	IV	3	0	0.8334040832519531	55-59 years
Melanoma	IV	3.996000051498413	0	0.7741899108886718	55-59 years
Melanoma	IV	5.003999948501587	0	0.726304931640625	55-59 years
Melanoma	IV	6	0	0.704923324584961	55-59 years
Melanoma	IV	9	0	0.6071863174438477	55-59 years
Melanoma	IV	12	0	0.5205083465576172	55-59 years
Melanoma	IV	15	0	0.4723454284667969	55-59 years
Melanoma	IV	18	0	0.42130859375	55-59 years
Melanoma	IV	21	0	0.36564701080322265	55-59 years
Melanoma	IV	24	0	0.36614906311035156	55-59 years
Melanoma	IV	27	0	0.34422534942626953	55-59 years
Melanoma	IV	30	0	0.30642717361450195	55-59 years
Melanoma	IV	33	0	0.3068775749206543	55-59 years
Melanoma	IV	36	0	0.3073370742797852	55-59 years
Melanoma	IV	39	0	0.29011327743530274	55-59 years
Melanoma	IV	42	0	0.27171844482421875	55-59 years
Melanoma	IV	45	0	0.2721376419067383	55-59 years
Melanoma	IV	48	0	0.2725416374206543	55-59 years
Melanoma	IV	51	0	0.2729922294616699	55-59 years
Melanoma	IV	54	0	0.2734520149230957	55-59 years
Melanoma	IV	57	0	0.27391883850097654	55-59 years
Melanoma	IV	60	0	0.27437267303466795	55-59 years
Melanoma	Unknown/missing	0.9959999620914459	0	0.9867558288574219	55-59 years
Melanoma	Unknown/missing	2.003999948501587	0	0.9853927612304687	55-59 years
Melanoma	Unknown/missing	3	0	0.985765380859375	55-59 years
Melanoma	Unknown/missing	3.996000051498413	0	0.9807769012451172	55-59 years
Melanoma	Unknown/missing	5.003999948501587	0	0.9775437164306641	55-59 years
Melanoma	Unknown/missing	6	0	0.9760909271240235	55-59 years
Melanoma	Unknown/missing	9	0	0.973420639038086	55-59 years
Melanoma	Unknown/missing	12	0	0.9626091003417969	55-59 years
Melanoma	Unknown/missing	15	0	0.9473298645019531	55-59 years
Melanoma	Unknown/missing	18	0	0.9377455139160156	55-59 years
Melanoma	Unknown/missing	21	0	0.9298797607421875	55-59 years
Melanoma	Unknown/missing	24	0	0.9096871185302734	55-59 years
Melanoma	Unknown/missing	27	0	0.8932505035400391	55-59 years
Melanoma	Unknown/missing	30	0	0.8808248138427734	55-59 years
Melanoma	Unknown/missing	33	0	0.8702848815917968	55-59 years
Melanoma	Unknown/missing	36	0	0.8559847259521485	55-59 years
Melanoma	Unknown/missing	39	0	0.8407376098632813	55-59 years
Melanoma	Unknown/missing	42	0	0.8313234710693359	55-59 years
Melanoma	Unknown/missing	45	0	0.8210680389404297	55-59 years
Melanoma	Unknown/missing	48	0	0.8139867401123047	55-59 years
Melanoma	Unknown/missing	51	0	0.80622802734375	55-59 years
Melanoma	Unknown/missing	54	0	0.7973397827148437	55-59 years
Melanoma	Unknown/missing	57	0	0.7874427795410156	55-59 years
Melanoma	Unknown/missing	60	0	0.7823196411132812	55-59 years
Lymphoma	I	0.9959999620914459	0	0.995556869506836	55-59 years
Lymphoma	I	2.003999948501587	0	0.9910330200195312	55-59 years
Lymphoma	I	3	0	0.987689208984375	55-59 years
Lymphoma	I	3.996000051498413	0	0.9880990600585937	55-59 years
Lymphoma	I	5.003999948501587	0	0.9859293365478515	55-59 years
Lymphoma	I	6	0	0.9784819793701172	55-59 years
Lymphoma	I	9	0	0.9688777923583984	55-59 years
Lymphoma	I	12	0	0.9557479095458984	55-59 years
Lymphoma	I	15	0	0.9478928375244141	55-59 years
Lymphoma	I	18	0	0.9459614562988281	55-59 years
Lymphoma	I	21	0	0.9438618469238281	55-59 years
Lymphoma	I	24	0	0.9305862426757813	55-59 years
Lymphoma	I	27	0	0.9299788665771485	55-59 years
Lymphoma	I	30	0	0.9250114440917969	55-59 years
Lymphoma	I	33	0	0.9218034362792968	55-59 years
Lymphoma	I	36	0	0.9206399536132812	55-59 years
Lymphoma	I	39	0	0.9221082305908204	55-59 years
Lymphoma	I	42	0	0.9114945983886719	55-59 years
Lymphoma	I	45	0	0.9095706939697266	55-59 years
Lymphoma	I	48	0	0.903230972290039	55-59 years
Lymphoma	I	51	0	0.90482177734375	55-59 years
Lymphoma	I	54	0	0.9064082336425782	55-59 years
Lymphoma	I	57	0	0.9079661560058594	55-59 years
Lymphoma	I	60	0	0.9095212554931641	55-59 years
Lymphoma	II	0.9959999620914459	0	0.9930830383300782	55-59 years
Lymphoma	II	2.003999948501587	0	0.9845767211914063	55-59 years
Lymphoma	II	3	0	0.9819894409179688	55-59 years
Lymphoma	II	3.996000051498413	0	0.980887451171875	55-59 years
Lymphoma	II	5.003999948501587	0	0.9781974792480469	55-59 years
Lymphoma	II	6	0	0.9786222839355468	55-59 years
Lymphoma	II	9	0	0.9749581909179688	55-59 years
Lymphoma	II	12	0	0.9640802001953125	55-59 years
Lymphoma	II	15	0	0.9599735260009765	55-59 years
Lymphoma	II	18	0	0.955588607788086	55-59 years
Lymphoma	II	21	0	0.9529250335693359	55-59 years
Lymphoma	II	24	0	0.9499945068359374	55-59 years
Lymphoma	II	27	0	0.9400305938720703	55-59 years
Lymphoma	II	30	0	0.931612777709961	55-59 years
Lymphoma	II	33	0	0.9276802825927735	55-59 years
Lymphoma	II	36	0	0.9232060241699219	55-59 years
Lymphoma	II	39	0	0.9214875030517579	55-59 years
Lymphoma	II	42	0	0.9158308410644531	55-59 years
Lymphoma	II	45	0	0.917362060546875	55-59 years
Lymphoma	II	48	0	0.918880615234375	55-59 years
Lymphoma	II	51	0	0.9150487518310547	55-59 years
Lymphoma	II	54	0	0.9166813659667968	55-59 years
Lymphoma	II	57	0	0.9035765838623047	55-59 years
Lymphoma	II	60	0	0.905234603881836	55-59 years
Lymphoma	III	0.9959999620914459	0	0.9833884429931641	55-59 years
Lymphoma	III	2.003999948501587	0	0.9740640258789063	55-59 years
Lymphoma	III	3	0	0.9678752899169922	55-59 years
Lymphoma	III	3.996000051498413	0	0.9649333190917969	55-59 years
Lymphoma	III	5.003999948501587	0	0.9584994506835938	55-59 years
Lymphoma	III	6	0	0.9565792846679687	55-59 years
Lymphoma	III	9	0	0.94446533203125	55-59 years
Lymphoma	III	12	0	0.9210819244384766	55-59 years
Lymphoma	III	15	0	0.9031689453125	55-59 years
Lymphoma	III	18	0	0.8929008483886719	55-59 years
Lymphoma	III	21	0	0.8787972259521485	55-59 years
Lymphoma	III	24	0	0.8733914947509765	55-59 years
Lymphoma	III	27	0	0.8729290008544922	55-59 years
Lymphoma	III	30	0	0.8646498870849609	55-59 years
Lymphoma	III	33	0	0.863872299194336	55-59 years
Lymphoma	III	36	0	0.8536232757568359	55-59 years
Lymphoma	III	39	0	0.8447963714599609	55-59 years
Lymphoma	III	42	0	0.8461984252929687	55-59 years
Lymphoma	III	45	0	0.8443507385253907	55-59 years
Lymphoma	III	48	0	0.834566879272461	55-59 years
Lymphoma	III	51	0	0.836085205078125	55-59 years
Lymphoma	III	54	0	0.8221728515625	55-59 years
Lymphoma	III	57	0	0.8236788177490234	55-59 years
Lymphoma	III	60	0	0.8251651763916016	55-59 years
Lymphoma	IV	0.9959999620914459	0	0.9607188415527343	55-59 years
Lymphoma	IV	2.003999948501587	0	0.9429515075683593	55-59 years
Lymphoma	IV	3	0	0.9298492431640625	55-59 years
Lymphoma	IV	3.996000051498413	0	0.920569076538086	55-59 years
Lymphoma	IV	5.003999948501587	0	0.9116297912597656	55-59 years
Lymphoma	IV	6	0	0.9041349792480469	55-59 years
Lymphoma	IV	9	0	0.8755794525146484	55-59 years
Lymphoma	IV	12	0	0.8498609924316406	55-59 years
Lymphoma	IV	15	0	0.8286125946044922	55-59 years
Lymphoma	IV	18	0	0.8092385101318359	55-59 years
Lymphoma	IV	21	0	0.7947047424316406	55-59 years
Lymphoma	IV	24	0	0.7813295745849609	55-59 years
Lymphoma	IV	27	0	0.7770831298828125	55-59 years
Lymphoma	IV	30	0	0.7682105255126953	55-59 years
Lymphoma	IV	33	0	0.7585211181640625	55-59 years
Lymphoma	IV	36	0	0.7527430725097656	55-59 years
Lymphoma	IV	39	0	0.7484999847412109	55-59 years
Lymphoma	IV	42	0	0.747287368774414	55-59 years
Lymphoma	IV	45	0	0.7471715545654297	55-59 years
Lymphoma	IV	48	0	0.7468135070800781	55-59 years
Lymphoma	IV	51	0	0.7392556762695313	55-59 years
Lymphoma	IV	54	0	0.7341818237304687	55-59 years
Lymphoma	IV	57	0	0.7304817962646485	55-59 years
Lymphoma	IV	60	0	0.7256209564208984	55-59 years
Lymphoma	Unknown/missing	0.9959999620914459	0	0.9255079650878906	55-59 years
Lymphoma	Unknown/missing	2.003999948501587	0	0.9147018432617188	55-59 years
Lymphoma	Unknown/missing	3	0	0.9036943817138672	55-59 years
Lymphoma	Unknown/missing	3.996000051498413	0	0.896348876953125	55-59 years
Lymphoma	Unknown/missing	5.003999948501587	0	0.8928064727783203	55-59 years
Lymphoma	Unknown/missing	6	0	0.8852027893066406	55-59 years
Lymphoma	Unknown/missing	9	0	0.8602777862548828	55-59 years
Lymphoma	Unknown/missing	12	0	0.85131072998046875	55-59 years
Lymphoma	Unknown/missing	15	0	0.8419447326660157	55-59 years
Lymphoma	Unknown/missing	18	0	0.8336432647705078	55-59 years
Lymphoma	Unknown/missing	21	0	0.824962158203125	55-59 years
Lymphoma	Unknown/missing	24	0	0.8193029022216797	55-59 years
Lymphoma	Unknown/missing	27	0	0.8169935607910156	55-59 years
Lymphoma	Unknown/missing	30	0	0.8164016723632812	55-59 years
Lymphoma	Unknown/missing	33	0	0.8060000610351562	55-59 years
Lymphoma	Unknown/missing	36	0	0.7989322662353515	55-59 years
Lymphoma	Unknown/missing	39	0	0.7936354827880859	55-59 years
Lymphoma	Unknown/missing	42	0	0.7902027130126953	55-59 years
Lymphoma	Unknown/missing	45	0	0.7865987396240235	55-59 years
Lymphoma	Unknown/missing	48	0	0.7800215148925781	55-59 years
Lymphoma	Unknown/missing	51	0	0.7728359985351563	55-59 years
Lymphoma	Unknown/missing	54	0	0.7710052490234375	55-59 years
Lymphoma	Unknown/missing	57	0	0.7685850524902343	55-59 years
Lymphoma	Unknown/missing	60	0	0.7698699951171875	55-59 years
Lymphoid Leukemia	I	0.9959999620914459	0	0.999	55-59 years
Lymphoid Leukemia	I	2.003999948501587	0	0.999	55-59 years
Lymphoid Leukemia	I	3	0	0.999	55-59 years
Lymphoid Leukemia	I	3.996000051498413	0	0.999	55-59 years
Lymphoid Leukemia	I	5.003999948501587	0	0.999	55-59 years
Lymphoid Leukemia	I	6	0	0.9981788635253906	55-59 years
Lymphoid Leukemia	I	9	0	0.9971802520751953	55-59 years
Lymphoid Leukemia	I	12	0	0.9960233306884766	55-59 years
Lymphoid Leukemia	I	15	0	0.9948102569580078	55-59 years
Lymphoid Leukemia	I	18	0	0.9961894226074218	55-59 years
Lymphoid Leukemia	I	21	0	0.9975720977783203	55-59 years
Lymphoid Leukemia	I	24	0	0.9989637756347656	55-59 years
Lymphoid Leukemia	I	27	0	0.9970783233642578	55-59 years
Lymphoid Leukemia	I	30	0	0.9985669708251953	55-59 years
Lymphoid Leukemia	I	33	0	0.9959940338134765	55-59 years
Lymphoid Leukemia	I	36	0	0.9930811309814453	55-59 years
Lymphoid Leukemia	I	39	0	0.989786376953125	55-59 years
Lymphoid Leukemia	I	42	0	0.9859804534912109	55-59 years
Lymphoid Leukemia	I	45	0	0.975318832397461	55-59 years
Lymphoid Leukemia	I	48	0	0.9768619537353516	55-59 years
Lymphoid Leukemia	I	51	0	0.9785623168945312	55-59 years
Lymphoid Leukemia	I	54	0	0.9802789306640625	55-59 years
Lymphoid Leukemia	I	57	0	0.9820014953613281	55-59 years
Lymphoid Leukemia	I	60	0	0.9836680603027343	55-59 years
Lymphoid Leukemia	II	0.9959999620914459	0	0.999	55-59 years
Lymphoid Leukemia	II	2.003999948501587	0	0.999	55-59 years
Lymphoid Leukemia	II	3	0	0.9849662780761719	55-59 years
Lymphoid Leukemia	II	3.996000051498413	0	0.985418701171875	55-59 years
Lymphoid Leukemia	II	5.003999948501587	0	0.9858699798583984	55-59 years
Lymphoid Leukemia	II	6	0	0.9863230133056641	55-59 years
Lymphoid Leukemia	II	9	0	0.9876895141601563	55-59 years
Lymphoid Leukemia	II	12	0	0.9890377807617188	55-59 years
Lymphoid Leukemia	II	15	0	0.9904869079589844	55-59 years
Lymphoid Leukemia	II	18	0	0.9919467163085938	55-59 years
Lymphoid Leukemia	II	21	0	0.9934219360351563	55-59 years
Lymphoid Leukemia	II	24	0	0.994906005859375	55-59 years
Lymphoid Leukemia	II	27	0	0.9964992523193359	55-59 years
Lymphoid Leukemia	II	30	0	0.9980425262451171	55-59 years
Lymphoid Leukemia	II	33	0	0.9995941162109375	55-59 years
Lymphoid Leukemia	II	36	0	0.999	55-59 years
Lymphoid Leukemia	II	39	0	0.999	55-59 years
Lymphoid Leukemia	II	42	0	0.999	55-59 years
Lymphoid Leukemia	II	45	0	0.999	55-59 years
Lymphoid Leukemia	II	48	0	0.999	55-59 years
Lymphoid Leukemia	II	51	0	0.999	55-59 years
Lymphoid Leukemia	II	54	0	0.999	55-59 years
Lymphoid Leukemia	II	57	0	0.999	55-59 years
Lymphoid Leukemia	II	60	0	0.999	55-59 years
Lymphoid Leukemia	III	0.9959999620914459	0	0.999	55-59 years
Lymphoid Leukemia	III	2.003999948501587	0	0.999	55-59 years
Lymphoid Leukemia	III	3	0	0.999	55-59 years
Lymphoid Leukemia	III	3.996000051498413	0	0.999	55-59 years
Lymphoid Leukemia	III	5.003999948501587	0	0.999	55-59 years
Lymphoid Leukemia	III	6	0	0.999	55-59 years
Lymphoid Leukemia	III	9	0	0.999	55-59 years
Lymphoid Leukemia	III	12	0	0.9761750793457031	55-59 years
Lymphoid Leukemia	III	15	0	0.9464546203613281	55-59 years
Lymphoid Leukemia	III	18	0	0.9478252410888672	55-59 years
Lymphoid Leukemia	III	21	0	0.9491480255126953	55-59 years
Lymphoid Leukemia	III	24	0	0.9504106140136719	55-59 years
Lymphoid Leukemia	III	27	0	0.9517925262451172	55-59 years
Lymphoid Leukemia	III	30	0	0.9531884765625	55-59 years
Lymphoid Leukemia	III	33	0	0.9546039581298829	55-59 years
Lymphoid Leukemia	III	36	0	0.9560540771484375	55-59 years
Lymphoid Leukemia	III	39	0	0.9576630401611328	55-59 years
Lymphoid Leukemia	III	42	0	0.9592964935302735	55-59 years
Lymphoid Leukemia	III	45	0	0.960936279296875	55-59 years
Lymphoid Leukemia	III	48	0	0.8682569122314453	55-59 years
Lymphoid Leukemia	III	51	0	0.8697892761230469	55-59 years
Lymphoid Leukemia	III	54	0	0.8713248443603515	55-59 years
Lymphoid Leukemia	III	57	0	0.8728636169433593	55-59 years
Lymphoid Leukemia	III	60	0	0.874461669921875	55-59 years
Lymphoid Leukemia	IV	0.9959999620914459	0	0.999	55-59 years
Lymphoid Leukemia	IV	2.003999948501587	0	0.999	55-59 years
Lymphoid Leukemia	IV	3	0	0.999	55-59 years
Lymphoid Leukemia	IV	3.996000051498413	0	0.999	55-59 years
Lymphoid Leukemia	IV	5.003999948501587	0	0.999	55-59 years
